"submission_id","experiment_id","quantifier","trial_type","property_1","display","picture_type","condition","response","listNumber","response_3","trial_number","response_1","property_2","picture","QUANT","der","SHAPE","auf","dem","Bild","sind","CRIT_3","der2","Box","shape_1","response_2","trial_name","shape_2"
8768,58,"some",NA,NA,NA,"B","biased","7",1,NA,2,NA,NA,"images/SPR/Test-2/BiasedSome/1a.png","655","448","576","480","368","336","368","400","672","866",NA,NA,"practice_task_three",NA
8768,58,"some",NA,NA,NA,"C","unbiased","7",1,NA,3,NA,NA,"images/SPR/Test-3/UnbiasedSome/1a.png","655","480","720","480","464","608","4800","20386",NA,NA,NA,NA,"practice_task_three",NA
8768,58,"some",NA,NA,NA,"A","unbiased","7",3,NA,1,NA,NA,"images/SPR/Test-1/UnbiasedSome/3a.png","1280","784","832","688","336","448","816","3170",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"A","unbiased","7",3,NA,2,NA,NA,"images/SPR/Test-1/UnbiasedAll/3a.png","735","1568","496","496","416","432","400","1537",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"C","biased","7",3,NA,3,NA,NA,"images/SPR/Test-3/BiasedSome/3b.png","624","480","448","464","448","512","400","946",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"A","biased","7",3,NA,4,NA,NA,"images/SPR/Test-1/BiasedAll/3a.png","495","400","448","640","384","416","432","689",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"A","false","4",3,NA,5,NA,NA,"images/SPR/Test-1/AllFalse/3b.png","399","448","1440","608","496","2080","2400","1089",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"A","biased","7",3,NA,6,NA,NA,"images/SPR/Test-1/BiasedSome/3a.png","2239","608","976","464","512","432","640","1122",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"A","false","1",3,NA,7,NA,NA,"images/SPR/Test-1/FalseSome/3a.png","607","544","720","432","432","464","480","2290",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"A","unbiased","7",3,NA,8,NA,NA,"images/SPR/Test-1/UnbiasedSome/3b.png","527","384","464","464","512","432","416","1170",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"B","biased","7",3,NA,9,NA,NA,"images/SPR/Test-2/BiasedSome/3a.png","975","528","801","687","512","367","417","1200","480","929",NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"B","false","4",3,NA,10,NA,NA,"images/SPR/Test-2/AllFalse/3b.png","559","384","1152","448","560","736","704","400","1314","671",NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"A","biased","7",3,NA,11,NA,NA,"images/SPR/Test-1/BiasedSome/3b.png","2064","416","784","432","320","336","384","561",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"B","unbiased","7",3,NA,12,NA,NA,"images/SPR/Test-2/UnbiasedAll/3b.png","671","352","784","368","304","400","496","1216","400","610",NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"B","unbiased","7",3,NA,13,NA,NA,"images/SPR/Test-2/UnbiasedSome/3b.png","767","416","688","400","384","464","416","448","400","449",NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"C","false","4",3,NA,14,NA,NA,"images/SPR/Test-3/AllFalse/3b.png","511","464","928","384","368","496","432","1681",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"C","false","4",3,NA,15,NA,NA,"images/SPR/Test-3/AllFalse/3a.png","639","928","801","383","352","432","400","737",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"C","unbiased","7",3,NA,16,NA,NA,"images/SPR/Test-3/UnbiasedAll/3a.png","431","352","624","336","320","384","432","690",NA,NA,NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"B","biased","7",3,NA,17,NA,NA,"images/SPR/Test-2/BiasedAll/3b.png","527","432","1137","367","400","464","400","1232","384","754",NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"A","false","4",3,NA,18,NA,NA,"images/SPR/Test-1/AllFalse/3a.png","527","416","768","464","368","433","383","674",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"B","biased","7",3,NA,19,NA,NA,"images/SPR/Test-2/BiasedSome/3b.png","527","368","416","336","304","336","384","944","608","614",NA,NA,"task_three_1",NA
8768,58,"all",NA,NA,NA,"A","unbiased","7",3,NA,20,NA,NA,"images/SPR/Test-1/UnbiasedAll/3b.png","830","704","480","336","384","384","352","674",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"C","underspecified","5",3,NA,21,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/3b.png","1055","368","528","464","368","464","4800","867",NA,NA,NA,NA,"task_three_1",NA
8768,58,"some",NA,NA,NA,"B","biased","7",2,NA,1,NA,NA,"images/SPR/Test-2/BiasedSome/2a.png","783","688","720","352","304","352","320","640","400","1170",NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"C","underspecified","5",2,NA,2,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/2a.png","511","352","832","368","752","640","1696","706",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","underspecified","5",2,NA,3,NA,NA,"images/SPR/Test-1/UnderspecifiedSome/2b.png","687","401","975","352","432","736","496","657",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"C","unbiased","7",2,NA,4,NA,NA,"images/SPR/Test-3/UnbiasedSome/2a.png","543","400","496","384","464","400","656","641",NA,NA,NA,NA,"task_three_2",NA
8768,58,"all",NA,NA,NA,"B","false","4",2,NA,5,NA,NA,"images/SPR/Test-2/AllFalse/2b.png","1055","464","768","400","672","1056","560","912","512","1105",NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"B","underspecified","5",2,NA,6,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/2a.png","495","352","977","526","305","336","768","1232","400","465",NA,NA,"task_three_2",NA
8768,58,"all",NA,NA,NA,"A","unbiased","7",2,NA,7,NA,NA,"images/SPR/Test-1/UnbiasedAll/2a.png","751","2000","976","624","656","560","464","722",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","underspecified","5",2,NA,8,NA,NA,"images/SPR/Test-1/UnderspecifiedSome/2a.png","767","1296","2976","481","335","368","384","514",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","false","1",2,NA,9,NA,NA,"images/SPR/Test-1/FalseSome/2b.png","639","880","944","832","736","560","512","2385",NA,NA,NA,NA,"task_three_2",NA
8768,58,"all",NA,NA,NA,"C","biased","7",2,NA,10,NA,NA,"images/SPR/Test-3/BiasedAll/2a.png","431","400","543","417","336","384","387","543",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"B","false","1",2,NA,11,NA,NA,"images/SPR/Test-2/FalseSome/2a.png","495","320","3296","352","304","336","352","352","736","577",NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"B","biased","7",2,NA,12,NA,NA,"images/SPR/Test-2/BiasedSome/2b.png","815","416","1904","416","400","400","368","880","384","562",NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","unbiased","7",2,NA,13,NA,NA,"images/SPR/Test-1/UnbiasedSome/2b.png","607","448","752","368","448","400","384","1201",NA,NA,NA,NA,"task_three_2",NA
8768,58,"all",NA,NA,NA,"A","biased","7",2,NA,14,NA,NA,"images/SPR/Test-1/BiasedAll/2a.png","495","368","672","320","352","400","400","657",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"C","false","1",2,NA,15,NA,NA,"images/SPR/Test-3/FalseSome/2b.png","575","1888","9505","495","432","480","1360","4354",NA,NA,NA,NA,"task_three_2",NA
8768,58,"all",NA,NA,NA,"A","unbiased","7",2,NA,16,NA,NA,"images/SPR/Test-1/UnbiasedAll/2b.png","1439","816","768","928","496","496","416","609",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","unbiased","7",2,NA,17,NA,NA,"images/SPR/Test-1/UnbiasedSome/2a.png","2287","448","672","368","272","464","688","1089",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","biased","7",2,NA,18,NA,NA,"images/SPR/Test-1/BiasedSome/2a.png","991","448","512","480","368","320","464","1169",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"C","biased","7",2,NA,19,NA,NA,"images/SPR/Test-3/BiasedSome/2a.png","639","944","1408","400","320","384","384","481",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"A","biased","7",2,NA,20,NA,NA,"images/SPR/Test-1/BiasedSome/2b.png","527","384","496","336","480","384","528","962",NA,NA,NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"B","underspecified","5",2,NA,21,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/2b.png","623","448","783","689","368","480","448","528","880","690",NA,NA,"task_three_2",NA
8768,58,"some",NA,NA,NA,"C","biased","1",4,NA,1,NA,NA,"images/SPR/Test-3/BiasedSome/4a.png","527","416","2464","464","256","400","720","3185",NA,NA,NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"A","biased","7",4,NA,2,NA,NA,"images/SPR/Test-1/BiasedAll/4a.png","511","944","608","400","304","304","384","561",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"A","biased","7",4,NA,3,NA,NA,"images/SPR/Test-1/BiasedSome/4b.png","511","304","1056","368","272","352","368","530",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"A","false","1",4,NA,4,NA,NA,"images/SPR/Test-1/FalseSome/4a.png","511","464","448","400","368","320","416","1105",NA,NA,NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"C","unbiased","7",4,NA,5,NA,NA,"images/SPR/Test-3/UnbiasedAll/4b.png","511","448","368","336","336","352","336","545",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"A","unbiased","7",4,NA,6,NA,NA,"images/SPR/Test-1/UnbiasedSome/4b.png","591","608","720","400","368","400","624","817",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"B","unbiased","7",4,NA,7,NA,NA,"images/SPR/Test-2/UnbiasedSome/4b.png","495","368","624","432","288","272","432","368","608","1138",NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"B","unbiased","7",4,NA,8,NA,NA,"images/SPR/Test-2/UnbiasedAll/4b.png","1423","416","656","304","288","400","432","480","352","418",NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"A","underspecified","1",4,NA,9,NA,NA,"images/SPR/Test-1/UnderspecifiedSome/4b.png","639","400","1216","352","336","464","448","626",NA,NA,NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"C","biased","7",4,NA,10,NA,NA,"images/SPR/Test-3/BiasedAll/4a.png","2128","384","608","448","416","384","400","515",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"B","false","1",4,NA,11,NA,NA,"images/SPR/Test-2/FalseSome/4a.png","465","415","816","304","288","496","368","304","432","769",NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"B","underspecified","5",4,NA,12,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/4b.png","783","480","1632","384","352","288","368","496","320","849",NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"A","false","4",4,NA,13,NA,NA,"images/SPR/Test-1/AllFalse/4a.png","3487","496","1344","656","448","352","416","753",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"C","unbiased","7",4,NA,14,NA,NA,"images/SPR/Test-3/UnbiasedSome/4a.png","1071","2320","3680","592","368","352","384","785",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"B","false","1",4,NA,15,NA,NA,"images/SPR/Test-2/FalseSome/4b.png","816","416","928","288","304","352","368","848","464","769",NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"A","false","4",4,NA,16,NA,NA,"images/SPR/Test-1/AllFalse/4b.png","895","368","5248","400","400","336","576","1425",NA,NA,NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"B","false","4",4,NA,17,NA,NA,"images/SPR/Test-2/AllFalse/4a.png","5520","576","1088","464","368","352","416","432","432","1266",NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"B","unbiased","7",4,NA,18,NA,NA,"images/SPR/Test-2/UnbiasedAll/4a.png","559","368","848","288","304","320","495","513","368","465",NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"A","unbiased","7",4,NA,19,NA,NA,"images/SPR/Test-1/UnbiasedAll/4a.png","610","943","623","320","288","256","432","529",NA,NA,NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"B","biased","2",4,NA,20,NA,NA,"images/SPR/Test-2/BiasedAll/4b.png","415","416","1104","368","432","336","336","768","1616","5362",NA,NA,"task_three_3",NA
8768,58,"all",NA,NA,NA,"A","biased","7",4,NA,21,NA,NA,"images/SPR/Test-1/BiasedAll/4b.png","879","352","512","336","287","433","368","482",NA,NA,NA,NA,"task_three_3",NA
8768,58,"some",NA,NA,NA,"C","false","1",1,NA,1,NA,NA,"images/SPR/Test-3/FalseSome/1a.png","688","464","784","336","320","336","384","802",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"B","false","1",1,NA,2,NA,NA,"images/SPR/Test-2/FalseSome/1a.png","431","928","640","336","256","288","320","416","384","625",NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"B","false","1",1,NA,3,NA,NA,"images/SPR/Test-2/FalseSome/1b.png","479","528","944","272","240","256","272","288","496","497",NA,NA,"task_three_4",NA
8768,58,"all",NA,NA,NA,"B","unbiased","7",1,NA,4,NA,NA,"images/SPR/Test-2/UnbiasedAll/1a.png","511","1232","912","320","288","304","384","464","320","577",NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"B","biased","7",1,NA,5,NA,NA,"images/SPR/Test-2/BiasedSome/1b.png","655","480","736","384","336","848","400","384","384","769",NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"C","biased","5",1,NA,6,NA,NA,"images/SPR/Test-3/BiasedSome/1b.png","431","352","4688","384","800","736","1216","3296",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"B","underspecified","5",1,NA,7,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/1b.png","639","864","544","512","320","320","352","544","416","418",NA,NA,"task_three_4",NA
8768,58,"all",NA,NA,NA,"A","false","4",1,NA,8,NA,NA,"images/SPR/Test-1/AllFalse/1b.png","1535","384","1264","368","368","400","640","1313",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"C","unbiased","5",1,NA,9,NA,NA,"images/SPR/Test-3/UnbiasedSome/1b.png","511","416","624","336","288","688","800","721",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"A","unbiased","5",1,NA,10,NA,NA,"images/SPR/Test-1/UnbiasedSome/1b.png","767","336","832","336","368","416","528","673",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"C","underspecified","5",1,NA,11,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/1a.png","751","448","480","368","432","352","592","481",NA,NA,NA,NA,"task_three_4",NA
8768,58,"all",NA,NA,NA,"B","biased","7",1,NA,12,NA,NA,"images/SPR/Test-2/BiasedAll/1b.png","575","352","496","304","304","304","336","432","336","433",NA,NA,"task_three_4",NA
8768,58,"all",NA,NA,NA,"C","biased","7",1,NA,13,NA,NA,"images/SPR/Test-3/BiasedAll/1b.png","431","384","432","288","272","336","400","465",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"A","biased","5",1,NA,14,NA,NA,"images/SPR/Test-1/BiasedSome/1a.png","479","320","960","288","320","368","400","641",NA,NA,NA,NA,"task_three_4",NA
8768,58,"some",NA,NA,NA,"A","false","1",1,NA,15,NA,NA,"images/SPR/Test-1/FalseSome/1b.png","592","496","512","368","288","400","672","1313",NA,NA,NA,NA,"task_three_4",NA
8768,58,"all",NA,NA,NA,"B","false","4",1,NA,16,NA,NA,"images/SPR/Test-2/AllFalse/1a.png","990","321","848","304","288","288","336","656","336","451",NA,NA,"task_three_4",NA
